event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UKR170969,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Novohrodivska,Zavitne,48.1763,37.4311,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian forces clashed with Ukrainian forces near Zavitne, Donetsk. 231 Russian servicemen were killed near Zelene Pole, Hrodivka, Myroliubivka, Mykolaivka, Ptyche, Novohrodivka, Zavitne, Kalynove, Vozdvyzhenka and Mykhailivka. 23 fatalities coded to this event.",23,,1724787180
UKR170970,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Novohrodivska,Kalynove,48.1393,37.4412,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian forces clashed with Ukrainian forces near Kalynove, Donetsk. 231 Russian servicemen were killed near Zelene Pole, Hrodivka, Myroliubivka, Mykolaivka, Ptyche, Novohrodivka, Zavitne, Kalynove, Vozdvyzhenka and Mykhailivka. 23 fatalities coded to this event.",23,,1724787180
UKR170971,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Ocheretynska,Skuchne,48.1646,37.4921,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian forces clashed with Ukrainian forces near Skuchne, Donetsk. Casualties unknown.",0,,1724787180
UKR170973,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,,804,Europe,Ukraine,Sumy,Sumskyi,Kpasnopilska,Porozok,50.562,35.373,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian forces fired artillery and mortars near Porozok, Sumy. Casualties unknown.",0,,1724787180
UKR170974,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,,804,Europe,Ukraine,Sumy,Sumskyi,Kpasnopilska,Slavhorod,50.5889,35.3551,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian forces fired artillery and mortars near Slavhorod, Sumy. Casualties unknown.",0,,1724787180
UKR170975,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,,804,Europe,Ukraine,Sumy,Konotopskyi,Burynska,Tymofiivka,51.0172,33.7918,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian forces fired artillery and mortars near Tymofiivka, Sumy. Casualties unknown.",0,,1724787180
UKR170976,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,,804,Europe,Ukraine,Sumy,Sumskyi,Kpasnopilska,Pokrovka,50.8019,35.382,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian forces fired artillery and mortars near Pokrovka, Sumy. Casualties unknown.",0,,1724787180
UKR170977,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Marinska,Krasnohorivka,48.006,37.5097,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian forces clashed with Ukrainian forces near Krasnohorivka, Donetsk. Casualties unknown.",0,,1724787180
UKR170978,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Marinska,Paraskoviivka,47.8691,37.4424,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian forces clashed with Ukrainian forces near Paraskoviivka, Donetsk. Casualties unknown.",0,,1724787180
UKR170979,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,Rozdolne,47.9068,36.9178,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian forces clashed with Ukrainian forces near Rozdolne, Donetsk. Casualties unknown.",0,,1724787180
UKR170980,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Vuhledarska,Vodyane,47.8265,37.3127,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian forces clashed with Ukrainian forces near Vodyane, Donetsk. Casualties unknown.",0,,1724787180
UKR170981,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Vuhledarska,Vuhledar,47.7789,37.2481,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 18 August 2024, Russian forces clashed with Ukrainian forces near Vuhledar, Donetsk. According to Russian sources, up to 90 Ukrainian servicemen were killed near Vuhledar, Prechystivka, Velyka Novosilka and Dolynka [Russian MoD reported 90 fatalities. Coded as 10 fatalities split across 4 events. 3 fatalities coded to this event].",3,,1724787180
UKR170982,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Toretska,Pivnichne,48.3982,37.9175,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian forces clashed with Ukrainian forces near Pivnichne, Donetsk. 41 Russian servicemen were killed near Pivnichne, Zalizne and Toretsk. 14 fatalities coded to this event.",14,,1724787180
UKR171008,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,,804,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Novhorod-Siverska,Kamin,52.2812,33.3339,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian forces fired artillery and mortars near Kamin, Chernihiv. Casualties unknown.",0,,1724787180
UKR171022,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) 1st Donetsk Army Corps","Civilians (Ukraine)",8,18,,804,Europe,Ukraine,Donetsk,Donetskyi,Donetska,"Donetsk - Petrovskyi",47.9495,37.6138,1,"DPR Armed Forces Press Service",Other,"On 18 August 2024, Ukrainian forces shelled Russian positions in Donetsk - Petrovskyi. 2 civilians were killed and 2 civilians were injured.",2,,1724787180
UKR171023,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force","Military Forces of Ukraine (2019-)",1,"Military Forces of Russia (2000-) 1st Donetsk Army Corps","Police Forces of Russia (2000-) State Emergency Service",8,18,,804,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,Horlivka,48.3133,38.0416,1,"DPR Armed Forces Press Service",Other,"On 18 August 2024, Ukrainian forces carried out drone strikes and shelled Russian positions in Horlivka, Donetsk. Private houses were damaged. 4 Russian rescuers were injured.",0,,1724787180
UKR171028,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Chuguivskyi,Vovchanska,Okhrimivka,50.3345,37.2097,2,"Ministry of Defence of Russia",National,"On 18 August 2024, Russian forces shelled Ukrainian positions near Okhrimivka, Kharkiv. According to Russian sources, up to 170 Ukrainian servicemen were killed near Okhrimivka, Vovchansk and Starytsia [Russian MoD reported 170 fatalities. Coded as 10 fatalities split across 3 events. 4 fatalities coded to this event].",4,,1724787180
UKR171029,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Hrodivska,Yelyzavetivka,48.3035,37.4493,2,"Ministry of Defence of Russia",National,"On 18 August 2024, Russian forces shelled Ukrainian positions near Yelyzavetivka, Donetsk. According to Russian sources, up to 570 Ukrainian servicemen were killed near Kostiantynivka, Chasiv Yar, Yelyzavetivka, Kucheriv Yar and Rozlyv [Russian MoD reported 570 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1724787180
UKR171030,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Shakhivska,"Kucheriv Yar",48.5076,37.2742,2,"Ministry of Defence of Russia",National,"On 18 August 2024, Russian forces shelled Ukrainian positions near Kucheriv Yar, Donetsk. According to Russian sources, up to 570 Ukrainian servicemen were killed near Kostiantynivka, Chasiv Yar, Yelyzavetivka, Kucheriv Yar and Rozlyv [Russian MoD reported 570 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1724787180
UKR171031,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,Rozlyv,47.972,36.9995,2,"Ministry of Defence of Russia",National,"On 18 August 2024, Russian forces shelled Ukrainian positions near Rozlyv, Donetsk. According to Russian sources, up to 570 Ukrainian servicemen were killed near Kostiantynivka, Chasiv Yar, Yelyzavetivka, Kucheriv Yar and Rozlyv [Russian MoD reported 570 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1724787180
UKR171032,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Novohrodivska,Ptyche,48.1655,37.4517,2,"Ministry of Defence of Russia",National,"On 18 August 2024, Russian forces shelled Ukrainian positions near Ptyche, Donetsk. According to Russian sources, more than 495 Ukrainian servicemen were killed near Oleksandropil, Druzhba, New York and Ptyche [Russian MoD reported 495 fatalities. Coded as 10 fatalities split across 4 events. 3 fatalities coded to this event].",3,,1724787180
UKR171033,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Vuhledarska,Prechystivka,47.7788,37.0753,2,"Ministry of Defence of Russia",National,"On 18 August 2024, Russian forces shelled Ukrainian positions near Prechystivka, Donetsk. According to Russian sources, up to 90 Ukrainian servicemen were killed near Vuhledar, Prechystivka, Velyka Novosilka and Dolynka [Russian MoD reported 90 fatalities. Coded as 10 fatalities split across 4 events. 3 fatalities coded to this event].",3,,1724787180
UKR171034,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Orikhivska,Novodanylivka,47.5242,35.8235,2,"Ministry of Defence of Russia",National,"On 18 August 2024, Russian forces shelled Ukrainian positions near Novodanylivka, Zaporizhia. According to Russian sources, up to 75 Ukrainian servicemen were killed near Novodanylivka, Kamianske and Tiahynka. [Russian MoD reported 75 fatalities. Coded as 10 fatalities split across 3 events. 3 fatalities coded to this event].",3,,1724787180
UKR171035,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kherson,Beryslavskyi,Tiahynska,Tiahynka,46.7814,33.0559,2,"Ministry of Defence of Russia",National,"On 18 August 2024, Russian forces shelled Ukrainian positions near Tiahynka, Kherson. According to Russian sources, up to 75 Ukrainian servicemen were killed near Novodanylivka, Kamianske and Tiahynka. [Russian MoD reported 75 fatalities. Coded as 10 fatalities split across 3 events. 3 fatalities coded to this event].",3,,1724787180
UKR171036,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Sumy,Sumskyi,Yunakivska,Yunakivka,51.1213,35.0342,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian air forces carried out airstrikes near Yunakivka, Sumy. Casualties unknown.",0,,1724787180
UKR171057,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Sumy,Sumskyi,Bilopilska,Holyshivske,51.2311,34.3029,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian air forces carried out airstrikes near Holyshivske, Sumy. Casualties unknown.",0,,1724787180
UKR171058,"18 August 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) Air Force",,8,18,,804,Europe,Ukraine,"Kyiv City",Kyiv,,Kyiv,50.4496,30.5224,3,"24 Channel",National,"Interception: On 18 August 2024, Ukrainian forces shot down Russian 'Iskander' missiles and drones over Kyiv region (coded to Kyiv).",0,,1724787180
UKR171059,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Kharkiv,Chuguivskyi,Vovchanska,"Mala Vovcha",50.3474,37.2667,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian air forces carried out airstrikes near Mala Vovcha, Kharkiv. Casualties unknown.",0,,1724787180
UKR171061,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Kupianska,Kupiansk-Vuzlovyi,49.6604,37.6439,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian air forces carried out airstrikes near Kupiansk-Vuzlovyi, Kharkiv. Casualties unknown.",0,,1724787180
UKR171062,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Kharkiv,Iziumskyi,Borivska,Cherneshchyna,49.3142,37.8493,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian air forces carried out airstrikes near Cherneshchyna, Kharkiv. Casualties unknown.",0,,1724787180
UKR171063,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)","Police Forces of Ukraine (2019-) State Emergency Service of Ukraine",7,78,"Civilian targeting",804,Europe,Ukraine,Donetsk,Pokrovskyi,Myrnohradska,Myrnohrad,48.2959,37.2704,1,"061.ua; Novoye Vremya Ukraine",National,"On 18 August 2024, Russian forces shelled Myrnohrad, Donetsk. 1 Ukrainian rescuer was killed and 1 civilian was injured.",1,,1724787180
UKR171064,"18 August 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) Air Force",,8,18,,804,Europe,Ukraine,Sumy,Sumskyi,Sumska,Sumy,50.9216,34.8003,3,"Novoye Vremya Ukraine",National,"Interception: On 18 August 2024, Ukrainian forces shot down Russian missiles and drones over Sumy region (coded to Sumy).",0,,1724787180
UKR171065,"18 August 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) Air Force",,8,18,,804,Europe,Ukraine,Poltava,Poltavskyi,Poltavska,Poltava,49.5937,34.5407,3,"Novoye Vremya Ukraine",National,"Interception: On 18 August 2024, Ukrainian forces shot down Russian missiles and drones over Poltava region (coded to Poltava).",0,,1724787180
UKR171066,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Toretska,Dachne,48.4136,37.8798,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian air forces carried out airstrikes near Dachne, Donetsk. Casualties unknown.",0,,1724787180
UKR171067,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,,804,Europe,Ukraine,Sumy,Shostkynskyi,Znob-Novhorodska,Znob-Novhorodske,52.2629,33.6016,2,"Suspilne Media",National,"On 18 August 2024, Russian forces fired mortars near Znob-Novhorodske, Sumy. Casualties unknown.",0,,1724787180
UKR171068,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Limanska,Nove,49.1615,37.8374,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian air forces carried out airstrikes near Nove, Donetsk. Casualties unknown.",0,,1724787180
UKR171069,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,"Civilian targeting",804,Europe,Ukraine,Sumy,Shostkynskyi,Druzhbivska,Druzhba,52.0444,33.9402,2,"Suspilne Media",National,"On 18 August 2024, Russian forces fired artillery near Druzhba, Sumy. 1 civilian was injured.",0,,1724787180
UKR171070,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Illinivska,Kalynove,48.2969,37.6544,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian air forces carried out airstrikes near Kalynove, Donetsk. Casualties unknown.",0,,1724787180
UKR171071,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Illinivska,Tarasivka,48.3489,37.5513,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian air forces carried out airstrikes near Tarasivka, Donetsk. Casualties unknown.",0,,1724787180
UKR171072,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,Makarivka,47.7787,36.8006,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian air forces carried out airstrikes near Makarivka, Donetsk. Casualties unknown.",0,,1724787180
UKR171073,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,,804,Europe,Ukraine,Sumy,Sumskyi,Sumska,Sumy,50.9216,34.8003,2,"Suspilne Media",National,"On 18 August 2024, Russian forces launched a missile near Sumy. Casualties unknown.",0,,1724787180
UKR171074,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Pokrovska,Shevchenko,48.22,37.1453,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian air forces carried out airstrikes near Shevchenko, Donetsk. Casualties unknown.",0,,1724787180
UKR171075,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,,804,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Nikopolska,Nikopol,47.5712,34.3964,1,"Suspilne Media",National,"On 18 August 2024, Russian forces fired artillery at Nikopol, Dnipropetrovsk. Casualties unknown.",0,,1724787180
UKR171076,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,,804,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Marhanetska,Marhanets,47.6354,34.6277,2,"Suspilne Media",National,"On 18 August 2024, Russian forces fired artillery near Marhanets, Dnipropetrovsk. Casualties unknown.",0,,1724787180
UKR171077,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,,804,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Myrivska,Myrove,47.7697,34.7311,2,"Suspilne Media",National,"On 18 August 2024, Russian forces fired artillery near Myrove, Dnipropetrovsk. Casualties unknown.",0,,1724787180
UKR171078,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,,804,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Pokpovska,Pokrovske,47.5429,34.1551,2,"Suspilne Media",National,"On 18 August 2024, Russian forces fired artillery near Pokrovske, Dnipropetrovsk. Casualties unknown.",0,,1724787180
UKR171079,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Kherson,Beryslavskyi,Tiahynska,Lvove,46.7909,33.1492,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian air forces carried out airstrikes near Lvove, Kherson. Casualties unknown.",0,,1724787180
UKR171087,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Kherson,Beryslavskyi,Tiahynska,Mykolaivka,46.7875,33.2551,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian air forces carried out airstrikes near Mykolaivka, Kherson. Casualties unknown.",0,,1724787180
UKR171088,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,,,0,80,,804,Europe,Ukraine,Sumy,Shostkynskyi,Shalyhynska,Shalyhyne,51.5717,34.1217,1,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian forces carried out FPV-drone strikes and fired artillery and mortars at Shalyhyne, Sumy. Casualties unknown.",0,,1724787180
UKR171089,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,,,0,80,,804,Europe,Ukraine,Sumy,Okhtyrskyi,Velykopysarivska,"Velyka Pysarivka",50.4243,35.4799,2,"Ministry of Defence of Ukraine; Suspilne Media",Other-National,"On 18 August 2024, Russian forces carried out FPV-drone strikes and fired artillery and mortars near Velyka Pysarivka, Sumy. Casualties unknown.",0,,1724787180
UKR171090,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,,,0,80,,804,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Liskivshine,52.1792,32.4385,2,"Ministry of Defence of Ukraine",Other,"On 18 August 2024, Russian forces carried out drone strikes and fired artillery and mortars near Liskivshine, Chernihiv. A private house was damaged. Casualties unknown.",0,,1724787180
UKR171094,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,"Civilian targeting",804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,Rozlyv,47.972,36.9995,1,ZMINA,Other,"On 18 August 2024, Russian forces shelled Rozlyv, Donetsk. Private houses were damaged. 1 civilian was killed and 1 civilian was injured.",1,,1724787180
UKR171095,"18 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,"Civilian targeting",804,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Stepanivka,46.6935,32.5806,1,ZMINA,Other,"On 18 August 2024, Russian forces shelled Stepanivka, Kherson. 1 civilian was injured.",0,,1724787180
UKR171117,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Petpopavlivska,Pischane,49.5693,37.8295,2,"Deep State",National,"On 18 August 2024, Russian forces engaged in a successful offensive near Pischane, Kharkiv, and clashed with Ukrainian forces. Casualties unknown.",0,,1724787180
UKR171118,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Soledarska,Zaliznianske,48.7007,37.9458,2,"Deep State",National,"On 18 August 2024, Russian forces engaged in a successful offensive near Zaliznianske, Donetsk, and clashed with Ukrainian forces. Casualties unknown.",0,,1724787180
UKR171119,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Novohrodivska,Novozhelanne,48.1866,37.4399,2,"Deep State",National,"On 18 August 2024, Russian forces engaged in a successful offensive near Novozhelanne, Donetsk, and clashed with Ukrainian forces. Casualties unknown.",0,,1724787180
UKR171120,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Lypetska,Hlyboke,50.255,36.425,2,"Institute for the Study of War",Other,"On 18 August 2024, Russian forces clashed with Ukrainian forces near Hlyboke, Kharkiv. Casualties unknown.",0,,1724787180
UKR171121,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Luhansk,Svativskyi,Kolomyichyska,Novoselivske,49.523,37.953,2,"Institute for the Study of War",Other,"On 18 August 2024, Russian forces clashed with Ukrainian forces near Novoselivske, Luhansk. Casualties unknown.",0,,1724787180
UKR171122,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Luhansk,Svativskyi,Kolomyichyska,Andriivka,49.4233,37.903,2,"Institute for the Study of War",Other,"On 18 August 2024, Russian forces clashed with Ukrainian forces near Andriivka, Luhansk. Casualties unknown.",0,,1724787180
UKR171123,"18 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Kurylivska,Kruhliakivka,49.5204,37.7208,2,"Institute for the Study of War",Other,"On 18 August 2024, Russian forces clashed with Ukrainian forces near Kruhliakivka, Kharkiv. Casualties unknown.",0,,1724787180
