event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
RUS22699,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",1,"Military Forces of Ukraine (2019-)",,8,18,,643,Europe,Russia,Kursk,Sudzhanskiy,,Maryevka,51.3763,35.2378,2,ITAR-TASS,National,"On 6 September 2024, Russian military carried out air strikes and shelled with (likely) artillery the Ukrainian military groups that were attempting to attack the Russian defensive positions near Maryevka (Sudzhanskiy, Kursk). According to the Russian MoD, during battles air strikes and shelling in, Matveevka, Olgovka, Borki, Komarovka, Maryevka (coded separately). Ukrainian military lost up to 30 servicemen, 3 armored vehicles and 5 cars. [Russian MoD reported 30 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1725991728
RUS22469,"06 September 2024",2024,2,"Strategic developments","Strategic developments",Arrests,"Police Forces of Russia (2000-)","Cossacks (Russia)",1,"Civilians (International)",,7,17,,643,Europe,Russia,Krasnodar,Krasnodar,,Krasnodar,45.0448,38.976,1,"Caucasian Knot",Subnational,"Around 6 September 2024 (as reported), during a raid on construction sites conducted by police and members of Cossacks identity group, 22 migrants were detained in Krasnodar (Krasnodar). All 22 of the migrants were charged with illegal work in Russia, and 13 were charged with violating entry rules into the country.",0,,1726009833
RUS22470,"06 September 2024",2024,2,"Strategic developments","Strategic developments",Arrests,"Police Forces of Russia (2000-)","Military Forces of Russia (2000-) National Guard",1,"Civilians (International)",,7,17,,643,Europe,Russia,Krasnodar,Sochi,,Sochi,43.5992,39.7257,1,"Caucasian Knot",Subnational,"Around 6 September 2024 (as reported), during a raid on construction sites conducted by police and national guard, 231 migrants were detained in Sochi (Sochi, Krasnodar). All of the migrants were fingerprinted. 8 of them were charged with various offences and face deportation.",0,,1726009833
RUS22638,"06 September 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Russia (2000-)",,1,"Military Forces of Ukraine (2019-) Air Force",,8,18,,643,Europe,Russia,Belgorod,Belgorod,,Belgorod,50.6107,36.5802,3,ITAR-TASS,National,"Interception: On 6 September 2024, Russian military shot down 1 Ukrainian drone over the Belgorod Region (coded as Belgorod (Belgorod)). No casualties.",0,,1726009834
RUS22639,"06 September 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Russia (2000-)",,1,"Military Forces of Ukraine (2019-) Air Force","Military Forces of Ukraine (2019-)",8,18,,643,Europe,Russia,Kursk,Kursk,,Kursk,51.7373,36.1873,3,ITAR-TASS,National,"Interception: On 6 September 2024, Russian military shot down 1 Ukrainian missile and 1 drone over the Kursk Region (coded as Kursk (Kursk)). No casualties.",0,,1726009834
RUS22640,"06 September 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Police Forces of Russia (2000-) State Emergency Service",,1,"Unidentified Military Forces",,8,18,,643,Europe,Russia,Kursk,Kursk,,Kursk,51.7373,36.1873,3,"Komsomolskaya Pravda",National,"Defusal: On 6 September 2024, pyrotechnic units of the Russian State Emergency Service destroyed 12 UXO's in 3 districts of Kursk Region (coded as Kursk (Kursk)).",0,,1726009834
RUS22664,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,8,,,0,80,,643,Europe,Russia,Belgorod,Volokonovskiy,,Tishanka,50.3897,37.5073,1,Telegram,"New media","On 6 September 2024, Ukrainian military shelled 1 time with (likely) artillery the village of Tishanka (Volokonovskiy, Belgorod). No casualties, power lines were damaged.",0,,1726009834
RUS22665,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force",,8,,,0,80,,643,Europe,Russia,Belgorod,Volokonovskiy,,Novoye,50.4333,37.6166,1,Telegram,"New media","On 6 September 2024, 1 Ukrainian kamikaze-drone struck a house in the village of Novoye (Volokonovskiy, Belgorod). No casualties, the house was damaged.",0,,1726009834
RUS22666,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force",,8,,,0,80,,643,Europe,Russia,Belgorod,Borisovskiy,,Berezovka,50.5061,35.8776,1,Telegram,"New media","On 6 September 2024, 1 Ukrainian kamikaze-drone struck a house in the village of Berezovka (Borisovskiy, Belgorod). No casualties, the house was damaged.",0,,1726009834
RUS22667,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force","Military Forces of Ukraine (2019-)",8,,,0,80,,643,Europe,Russia,Belgorod,Belgorodskiy,,Razumnoe,50.5348,36.6841,1,Telegram,"New media","On 6 September 2024, Ukrainian military carried out 3 drone strikes and shelled 1 time with 5 (likely) artillery shells unidentified targets in 4 locations across Belgorodskiy district, including the village of Razumnoe (Belgorodskiy, Belgorod). Across 4 locations: No casualties, 1 abandoned house, 1 warehouse and 1 outbuilding burned down, Russian military shot down 1 drone.",0,,1726009834
RUS22668,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force","Military Forces of Ukraine (2019-)",8,,,0,80,,643,Europe,Russia,Belgorod,Belgorodskiy,,Repnoye,50.5289,36.501,1,Telegram,"New media","On 6 September 2024, Ukrainian military carried out 3 drone strikes and shelled 1 time with 5 (likely) artillery shells unidentified targets in 4 locations across Belgorodskiy district, including the village of Repnoye (Belgorodskiy, Belgorod). Across 4 locations: No casualties, 1 abandoned house, 1 warehouse and 1 outbuilding burned down, Russian military shot down 1 drone.",0,,1726009834
RUS22669,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force","Military Forces of Ukraine (2019-)",8,,,0,80,,643,Europe,Russia,Belgorod,Belgorodskiy,,Tolokonnoye,50.395,36.3733,1,Telegram,"New media","On 6 September 2024, Ukrainian military carried out 3 drone strikes and shelled 1 time with 5 (likely) artillery shells unidentified targets in 4 locations across Belgorodskiy district, including the village of Tolokonnoye (Belgorodskiy, Belgorod). Across 4 locations: No casualties, 1 abandoned house, 1 warehouse and 1 outbuilding burned down, Russian military shot down 1 drone.",0,,1726009834
RUS22670,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force","Military Forces of Ukraine (2019-)",8,,,0,80,,643,Europe,Russia,Belgorod,Belgorodskiy,,Shchetinovka,50.4454,36.172,1,Telegram,"New media","On 6 September 2024, Ukrainian military carried out 3 drone strikes and shelled 1 time with 5 (likely) artillery shells unidentified targets in 4 locations across Belgorodskiy district, including the village of Shchetinovka (Belgorodskiy, Belgorod). Across 4 locations: No casualties, 1 abandoned house, 1 warehouse and 1 outbuilding burned down, Russian military shot down 1 drone.",0,,1726009834
RUS22671,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force",,8,,,0,80,,643,Europe,Russia,Belgorod,Borisovskiy,,Borisovka,50.5978,36.0162,1,Telegram,"New media","On 6 September 2024, 2 Ukrainian drones attacked the village of Borisovka (Borisovskiy, Belgorod). No casualties.",0,,1726009834
RUS22672,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force",,8,,,0,80,,643,Europe,Russia,Belgorod,"Valuyki i Valuyskiy",,Logachevka,50.0045,37.9664,1,Telegram,"New media","On 6 September 2024, Ukrainian military carried out 4 drone strike on unidentified targets in 2 locations across Valuyki i Valuyskiy district, including the village of Logachevka (Valuyki i Valuyskiy, Belgorod). Across 2 locations: No casualties, 4 houses and 1 outbuilding were damaged.",0,,1726009834
RUS22673,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force",,8,,,0,80,,643,Europe,Russia,Belgorod,"Valuyki i Valuyskiy",,"Staryi Khutor",50.2335,37.6599,1,Telegram,"New media","On 6 September 2024, Ukrainian military carried out 4 drone strike on unidentified targets in 2 locations across Valuyki i Valuyskiy district, including the village of Staryi Khutor (Valuyki i Valuyskiy, Belgorod). Across 2 locations: No casualties, 4 houses and 1 outbuilding were damaged.",0,,1726009834
RUS22674,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force","Military Forces of Ukraine (2019-)",8,,,0,80,,643,Europe,Russia,Belgorod,Grayvoronskiy,,Gorkovsky,50.4473,35.8511,1,Telegram,"New media","On 6 September 2024, Ukrainian military carried out 5 drone strikes and shelled 5 times with 37 (likely) artillery shells unidentified targets in 5 locations across Grayvoronskiy district, including the village of Gorkovsky (Grayvoronskiy, Belgorod). Across 5 locations: No casualties, 2 houses were destroyed, 2 houses were damaged, Russian military shot down 1 drone.",0,,1726009834
RUS22675,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force","Military Forces of Ukraine (2019-)",8,,,0,80,,643,Europe,Russia,Belgorod,Grayvoronskiy,,Bezymeno,50.3863,35.703,1,Telegram,"New media","On 6 September 2024, Ukrainian military carried out 5 drone strikes and shelled 5 times with 37 (likely) artillery shells unidentified targets in 5 locations across Grayvoronskiy district, including the village of Bezymeno (Grayvoronskiy, Belgorod). Across 5 locations: No casualties, 2 houses were destroyed, 2 houses were damaged, Russian military shot down 1 drone.",0,,1726009834
RUS22676,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force","Military Forces of Ukraine (2019-)",8,,,0,80,,643,Europe,Russia,Belgorod,Grayvoronskiy,,Dronovka,50.6363,35.4206,1,Telegram,"New media","On 6 September 2024, Ukrainian military carried out 5 drone strikes and shelled 5 times with 37 (likely) artillery shells unidentified targets in 5 locations across Grayvoronskiy district, including the village of Dronovka (Grayvoronskiy, Belgorod). Across 5 locations: No casualties, 2 houses were destroyed, 2 houses were damaged, Russian military shot down 1 drone.",0,,1726009834
RUS22677,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force","Military Forces of Ukraine (2019-)",8,,,0,80,,643,Europe,Russia,Belgorod,Grayvoronskiy,,"Mokraya Orlovka",50.5196,35.5175,1,Telegram,"New media","On 6 September 2024, Ukrainian military carried out 5 drone strikes and shelled 5 times with 37 (likely) artillery shells unidentified targets in 5 locations across Grayvoronskiy district, including the village of Mokraya Orlovka (Grayvoronskiy, Belgorod). Across 5 locations: No casualties, 2 houses were destroyed, 2 houses were damaged, Russian military shot down 1 drone.",0,,1726009834
RUS22678,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force","Military Forces of Ukraine (2019-)",8,,,0,80,,643,Europe,Russia,Belgorod,Grayvoronskiy,,Spodariushino,50.5075,35.483,1,Telegram,"New media","On 6 September 2024, Ukrainian military carried out 5 drone strikes and shelled 5 times with 37 (likely) artillery shells unidentified targets in 5 locations across Grayvoronskiy district, including the village of Spodariushino (Grayvoronskiy, Belgorod). Across 5 locations: No casualties, 2 houses were destroyed, 2 houses were damaged, Russian military shot down 1 drone.",0,,1726009834
RUS22680,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force","Military Forces of Ukraine (2019-)",8,,,0,80,,643,Europe,Russia,Belgorod,Krasnoyaruzhskiy,,Kolotilovka,50.8126,35.4343,1,Telegram,"New media","On 6 September 2024, Ukrainian military carried out 1 drone strike and shelled 3 times with 13 (likely) artillery shells unidentified targets in 3 locations across Krasnoyaruzhskiy district, including the village of Kolotilovka (Krasnoyaruzhskiy, Belgorod). Across 3 locations: No casualties, 1 house was damaged.",0,,1726009834
RUS22681,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force","Military Forces of Ukraine (2019-)",8,,,0,80,,643,Europe,Russia,Belgorod,Krasnoyaruzhskiy,,Popovka,50.9553,35.3491,1,Telegram,"New media","On 6 September 2024, Ukrainian military carried out 1 drone strike and shelled 3 times with 13 (likely) artillery shells unidentified targets in 3 locations across Krasnoyaruzhskiy district, including the village of Popovka (Krasnoyaruzhskiy, Belgorod). Across 3 locations: No casualties, 1 house was damaged.",0,,1726009834
RUS22682,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force","Military Forces of Ukraine (2019-)",8,,,0,80,,643,Europe,Russia,Belgorod,Krasnoyaruzhskiy,,Staroselye,50.705,35.4653,1,Telegram,"New media","On 6 September 2024, Ukrainian military carried out 1 drone strike and shelled 3 times with 13 (likely) artillery shells unidentified targets in 3 locations across Krasnoyaruzhskiy district, including the village of Staroselye (Krasnoyaruzhskiy, Belgorod). Across 3 locations: No casualties, 1 house was damaged.",0,,1726009834
RUS22683,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force","Military Forces of Ukraine (2019-)",8,,,0,80,,643,Europe,Russia,Belgorod,Shebekinskiy,,Krasnoe,50.3681,37.1467,1,Telegram,"New media","On 6 September 2024, Ukrainian military carried out 1 drone strike and shelled 4 times with 19 (likely) artillery shells unidentified targets in 4 locations across Shebekinskiy district, including the village of Krasnoe (Shebekinskiy, Belgorod). Across 4 locations: No casualties.",0,,1726009834
RUS22684,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force","Military Forces of Ukraine (2019-)",8,,,0,80,,643,Europe,Russia,Belgorod,Shebekinskiy,,Sereda,50.2388,36.6235,1,Telegram,"New media","On 6 September 2024, Ukrainian military carried out 1 drone strike and shelled 4 times with 19 (likely) artillery shells unidentified targets in 4 locations across Shebekinskiy district, including the village of Sereda (Shebekinskiy, Belgorod). Across 4 locations: No casualties.",0,,1726009834
RUS22685,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force","Military Forces of Ukraine (2019-)",8,,,0,80,,643,Europe,Russia,Belgorod,Shebekinskiy,,Terezovka,50.4471,37.4044,1,Telegram,"New media","On 6 September 2024, Ukrainian military carried out 1 drone strike and shelled 4 times with 19 (likely) artillery shells unidentified targets in 4 locations across Shebekinskiy district, including the village of Terezovka (Shebekinskiy, Belgorod). Across 4 locations: No casualties.",0,,1726009834
RUS22686,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force","Military Forces of Ukraine (2019-)",8,,,0,80,,643,Europe,Russia,Belgorod,Shebekinskiy,,Balki,50.4565,37.3283,1,Telegram,"New media","On 6 September 2024, Ukrainian military carried out 1 drone strike and shelled 4 times with 19 (likely) artillery shells unidentified targets in 4 locations across Shebekinskiy district, including the village of Balki (Shebekinskiy, Belgorod). Across 4 locations: No casualties.",0,,1726009834
RUS22687,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force",,8,,,0,80,,643,Europe,Russia,Belgorod,"Alekseevskiy i gorod Alekseevka",,Alekseyevka,50.6273,38.6944,1,Telegram,"New media","On 6 September 2024, 1 Ukrainian drone attacked the town of Alekseyevka (Alekseevskiy i gorod Alekseevka, Belgorod). No casualties, 1 commercial building was damaged.",0,,1726009834
RUS22695,"06 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Ukraine (2019-)",,8,"Military Forces of Russia (2000-)","Military Forces of Russia (2000-) Air Force",1,18,,643,Europe,Russia,Kursk,Korenevskiy,,Matveevka,51.4116,34.986,2,ITAR-TASS,National,"On 6 September 2024, Ukrainian assault groups engaged in battles with the Russian forces, which were supported by artillery and air force, in the area around Matveevka (Korenevskiy, Kursk). According to the Russian sources, Russian military repelled all the Ukrainian attacks. According to the Russian MoD, during battles air strikes and shelling in, Matveevka, Olgovka, Borki, Komarovka, Maryevka (coded separately). Ukrainian military lost up to 30 servicemen, 3 armored vehicles and 5 cars. [Russian MoD reported 30 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1726009834
RUS22696,"06 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Ukraine (2019-)",,8,"Military Forces of Russia (2000-)","Military Forces of Russia (2000-) Air Force",1,18,,643,Europe,Russia,Kursk,Korenevskiy,,Olgovka,51.4017,35.0122,2,ITAR-TASS,National,"On 6 September 2024, Ukrainian assault groups engaged in battles with the Russian forces, which were supported by artillery and air force, in the area around Olgovka (Korenevskiy, Kursk). According to the Russian sources, Russian military repelled all the Ukrainian attacks. According to the Russian MoD, during battles air strikes and shelling in, Matveevka, Olgovka, Borki, Komarovka, Maryevka (coded separately). Ukrainian military lost up to 30 servicemen, 3 armored vehicles and 5 cars. [Russian MoD reported 30 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1726009834
RUS22697,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",1,"Military Forces of Ukraine (2019-)",,8,18,,643,Europe,Russia,Kursk,Sudzhanskiy,,Borki,51.1015,35.4146,2,ITAR-TASS,National,"On 6 September 2024, Russian military carried out air strikes and shelled with (likely) artillery the Ukrainian military groups that were attempting to attack the Russian defensive positions near Borki (Sudzhanskiy, Kursk). According to the Russian MoD, during battles air strikes and shelling in, Matveevka, Olgovka, Borki, Komarovka, Maryevka (coded separately). Ukrainian military lost up to 30 servicemen, 3 armored vehicles and 5 cars. [Russian MoD reported 30 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1726009834
RUS22698,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",1,"Military Forces of Ukraine (2019-)",,8,18,,643,Europe,Russia,Kursk,Korenevskiy,,Komarovka,51.3206,34.7924,2,ITAR-TASS,National,"On 6 September 2024, Russian military carried out air and drone strikes, and shelled with (likely) artillery the Ukrainian military groups that were attempting to attack the Russian defensive positions near Komarovka (Korenevskiy, Kursk). According to the Russian MoD, during battles air strikes and shelling in, Matveevka, Olgovka, Borki, Komarovka, Maryevka (coded separately). Ukrainian military lost up to 30 servicemen, 3 armored vehicles and 5 cars. [Russian MoD reported 30 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1726009834
RUS22703,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,1,"Military Forces of Ukraine (2019-)",,8,18,,643,Europe,Russia,Kursk,Korenevskiy,,Snagost,51.3152,34.8944,2,Telegram,"New media","On 6 September 2024, according to the Russian war reporters, Russian drones struck Ukrainian armored vehicles and cars on the road in the area of Snagost (Korenevskiy, Kursk). Several vehicles were suspectedly destroyed. Casualties unknown.",0,,1726009834
RUS22715,"06 September 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,6,,,0,60,,643,Europe,Russia,Sverdlovsk,Ekaterinburg,,Yekaterinburg,56.8519,60.6122,1,Activatica,Other,"On 6 September 2024, 89 people protested in the Engels park in Yekaterinburg (Ekaterinburg, Sverdlovsk). During the meeting people spoke out and signed a petition against real estate development in the park.",0,"crowd size=89",1726009834
UKR173054,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Sumy,Sumskyi,Bezdrytska,Bezdryk,50.8666,34.948,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian air forces struck near Bezdryk, Sumy. Casualties unknown.",0,,1726009837
UKR173055,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Sumy,Konotopskyi,Putyvlska,Malushyne,51.4896,34.2315,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian air forces struck near Malushyne, Sumy. Casualties unknown.",0,,1726009837
UKR173056,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Sumy,Sumskyi,Yunakivska,Yunakivka,51.1213,35.0342,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian air forces struck near Yunakivka, Sumy. Casualties unknown.",0,,1726009837
UKR173057,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,,,0,80,,804,Europe,Ukraine,Sumy,Konotopskyi,Novoslobidska,Boyaro-Lezhachi,51.2698,34.21,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian air forces and artillery near struck Boyaro-Lezhachi, Sumy. Casualties unknown.",0,,1726009837
UKR173058,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Sumy,Shostkynskyi,Yampil,Yampil,51.9477,33.7876,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian air forces struck near Yampil, Sumy. Casualties unknown.",0,,1726009837
UKR173059,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Sumy,Konotopskyi,Novoslobidska,Rivne,51.3135,34.2169,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian air forces struck near Rivne, Sumy. Casualties unknown.",0,,1726009837
UKR173060,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Derhachivska,"Mali Prokhody",50.2305,36.3402,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian air forces struck near Mali Prokhody, Kharkiv. Casualties unknown.",0,,1726009837
UKR173061,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Sumy,Okhtyrskyi,Velykopysarivska,Popivka,50.4966,35.4525,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian air forces struck near Popivka, Sumy. Casualties unknown.",0,,1726009837
UKR173062,"06 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)","Military Forces of Russia (2000-) Air Force",8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) National Guard",1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Toretska,Toretsk,48.3934,37.8453,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 6 September 2024, Russian military forces, supported by air forces, clashed with the Ukrainian military near Toretsk, Donetsk. According to Russian sources, the Russian military struck multiple Ukrainian regiments, including territorial defence (coded to Poltavka) and national guard (coded to Toretsk), killing up to 470 soldiers and destroying 2 IFVs, 4 cars, 11 artillery systems near Toretsk, Scherbynivka, Nelipivka, Mykolaivka, Poltavka, Myrnohrad, Hrodivka, Selydove, Memryk and Halytsynivka [Russian MoD reported 810 fatalities. Coded as 10 fatalities across 10 events. 1 fatality coded to this event].",1,,1726009837
UKR173063,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) Territorial Defense Forces",1,18,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Petpopavlivska,Petropavlivka,49.7162,37.7171,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 6 September 2024, Russian air forces struck near Petropavlivka, Kharkiv. According to Russian sources, the Russian military struck multiple Ukrainian regiments, including territorial defence (coded to Petropavlivka) and special forces (coded to Kreminna), killing up to 450 soldiers and destroying a tank, an IFV, 6 cars, 9 artillery systems, EW system and 5 military depots near Petropavlivka, Kupiansk, Tabaivka, Kivsharivka, Lozova, Makiivka, Nevske, Torske and Kreminna [Russian MoD reported 450 fatalities. Coded as 10 fatalities across 9 events. 2 fatalities coded to this event].",2,,1726009837
UKR173064,"06 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)","Military Forces of Russia (2000-) Air Force",8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Luhansk,Svativskyi,Kolomyichyska,Stelmakhivka,49.4689,37.9059,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian military forces, supported by air forces, clashed with the Ukrainian military near Stelmakhivka, Luhansk. Casualties unknown.",0,,1726009837
UKR173065,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Konstantinovskaya,Druzhba,48.4098,37.9104,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian air forces struck near Druzhba, Donetsk. Casualties unknown.",0,,1726009837
UKR173066,"06 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)","Military Forces of Russia (2000-) Air Force",8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Ocheretynska,Oleksandropil,48.2816,37.7747,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian military forces, supported by air forces, clashed with the Ukrainian military near Oleksandropil, Donetsk. Russian military lost 92 soldiers as killed and 195 as wounded, a tank, an artillery system and 6 cars were destroyed, 9 cars and an artillery system were damaged on the Pokrovsk direction (92 fatalities split across 8 events on the Pokrovsk direction and coded as 12).",12,,1726009837
UKR173067,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Pokrovska,Pokrovsk,48.281,37.1814,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian air force struck near Pokrovsk, Donetsk. Casualties unknown.",0,,1726009837
UKR173068,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Konstantinovskaya,Novodmytrivka,48.5458,37.73,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian air forces struck near Novodmytrivka, Donetsk. Casualties unknown.",0,,1726009837
UKR173069,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Marinska,Yelyzavetivka,47.8858,37.3024,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian air force struck near Yelyzavetivka, Donetsk. Casualties unknown.",0,,1726009837
UKR173070,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Vuhledarska,Bohoiavlenka,47.8601,37.2135,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian air forces struck near Bohoiavlenka, Donetsk. Casualties unknown.",0,,1726009837
